iter	MultiClass
267	0.4270802368
268	0.4255220975
269	0.4240679434
270	0.4225003597
271	0.4218806482
272	0.4213000396
273	0.4201737099
274	0.4186087018
275	0.4175858978
276	0.4165205072
277	0.4155497587
278	0.4140307556
279	0.4128518904
280	0.4114419117
281	0.4103844625
282	0.4098659832
283	0.4082077445
284	0.4071754453
285	0.4059738615
286	0.4044251556
287	0.4033216439
288	0.4028740519
289	0.4018046673
290	0.4007588219
291	0.399164396
292	0.3986097038
293	0.3980766166
294	0.3972556133
295	0.3963417668
296	0.3950702364
297	0.3941338888
298	0.3930745477
299	0.3921059805
300	0.3916453135
301	0.3910307621
302	0.3905324095
303	0.3896744719
304	0.3885776221
305	0.3880420472
306	0.3874049701
307	0.3866392881
308	0.3860076433
309	0.385358872
310	0.3839914791
311	0.3827776189
312	0.3821959571
313	0.3814610096
314	0.3808762383
315	0.3804254299
316	0.3793594525
317	0.377981705
318	0.3775377561
319	0.3769743822
320	0.3764446131
321	0.3758695308
322	0.3748021402
323	0.3734807102
324	0.3729167194
325	0.3721356559
326	0.3709596383
327	0.3698776325
328	0.3689836202
329	0.3676771534
330	0.3672118075
331	0.3666331336
332	0.365824016
333	0.3643030751
334	0.3639373601
335	0.3631643642
336	0.3624133669
337	0.3615636978
338	0.3609591404
339	0.3599821096
340	0.3589697925
341	0.3582525245
342	0.357612814
343	0.3569062025
344	0.3561806237
345	0.3549472865
346	0.3544338646
347	0.3536370937
348	0.3528056536
349	0.3518622274
350	0.3514146791
351	0.3507198269
352	0.3500197383
353	0.3493461478
354	0.3482395816
355	0.3476624876
356	0.3466079227
357	0.3458169953
358	0.3448962916
359	0.3438597516
360	0.3434597677
361	0.3428587675
362	0.3420602154
363	0.3414611533
364	0.3409169846
365	0.34009981
366	0.339421011
367	0.3387415369
368	0.3381591675
369	0.337671491
370	0.3369613359
371	0.3358485006
372	0.335347398
373	0.3339592363
374	0.3335098554
375	0.3328191963
376	0.3321399547
377	0.3315400211
378	0.3306302979
379	0.3296752422
380	0.3293062841
381	0.3285757361
382	0.3281272279
383	0.3273383826
384	0.3265468987
385	0.3258343348
386	0.3250576223
387	0.32427332
388	0.3236747537
389	0.3232135788
390	0.322728192
391	0.3221633332
392	0.3218473974
393	0.321082025
394	0.3204614463
395	0.3198195569
396	0.3194431845
397	0.3188242405
398	0.3181412125
399	0.3175400979
400	0.3171850616
401	0.3165008956
402	0.3153382442
403	0.3146496134
404	0.3139959838
405	0.3135727855
406	0.3127436038
407	0.3123558508
408	0.3120314164
409	0.3115831859
410	0.3111796592
411	0.3104295506
412	0.3101268242
413	0.3092567892
414	0.3088370371
415	0.3082339707
416	0.3075467884
417	0.3068464862
418	0.3064125735
419	0.3058598709
420	0.3053264018
421	0.3046744183
422	0.3038669545
423	0.3035029099
424	0.3032900636
425	0.3026046837
426	0.3020229894
427	0.3015925465
428	0.3012081028
429	0.3007236764
430	0.3004215553
431	0.3000637955
432	0.2995465974
433	0.2987450927
434	0.298206214
435	0.2971775568
436	0.2966831352
437	0.2958027062
438	0.2954917626
439	0.2948305955
440	0.2945827232
441	0.294154352
442	0.2936834122
443	0.2930258034
444	0.2923069981
445	0.2916135523
446	0.2910920611
447	0.2905841543
448	0.2900519774
449	0.2895614717
450	0.2890660508
451	0.2888197159
452	0.288430202
453	0.2879566112
454	0.2875001173
455	0.286733525
456	0.2863308363
457	0.2856405131
458	0.2850025772
459	0.2846778002
460	0.2838911071
461	0.2829166028
462	0.2824696975
463	0.281619063
464	0.2813029099
465	0.2810701702
466	0.28072727
467	0.2804203961
468	0.280053563
469	0.279807275
470	0.2789789792
471	0.2785453913
472	0.2779445743
473	0.2774907154
474	0.2770925585
475	0.2767598241
476	0.2759965724
477	0.2755402194
478	0.2749236656
479	0.2741397658
480	0.2737970133
481	0.2735004477
482	0.2729092734
483	0.2725486063
484	0.2719859679
485	0.2716401457
486	0.2712357418
487	0.2708286834
488	0.2705348772
489	0.2703301439
490	0.2694687744
491	0.2689114087
492	0.2685290456
493	0.2679711211
494	0.2673142829
495	0.26658763
496	0.2661359406
497	0.2657871338
498	0.2652025485
499	0.2647168252
500	0.2643783665
501	0.264139818
502	0.263351114
503	0.2630035121
504	0.2627216209
505	0.2623473507
506	0.2618383332
507	0.2615780951
508	0.2609890442
509	0.2606777119
510	0.260355152
511	0.2600235063
512	0.2596120382
513	0.2593463877
514	0.259067717
515	0.2583082933
516	0.2575585087
517	0.256801804
518	0.2559809273
519	0.2555215479
520	0.2552112235
521	0.2549517505
522	0.2542189795
523	0.2538324513
524	0.2534195894
525	0.2530076982
526	0.2521945191
527	0.2517767441
528	0.2513270825
529	0.2505999472
530	0.2503255308
531	0.24971884
532	0.2490513848
533	0.2486816717
534	0.2482058282
535	0.2478296919
536	0.2473998643
537	0.2470867322
538	0.2467180796
539	0.2461504124
540	0.245744277
541	0.2453985135
542	0.2447403171
543	0.2443299114
544	0.2436745905
545	0.2430762464
546	0.2427193046
547	0.2423945085
548	0.2419619508
549	0.2416315718
550	0.2408928242
551	0.2406612936
552	0.2402583939
553	0.2397701707
554	0.2391759199
555	0.2388935875
556	0.2383157769
557	0.2380164946
558	0.2377043317
559	0.2373301013
560	0.2369618632
561	0.2367572451
562	0.2363977815
563	0.2361343379
564	0.2358707611
565	0.2352677538
566	0.2347842322
567	0.234335265
568	0.2338087605
569	0.233423211
570	0.2326948588
571	0.232243881
572	0.231964991
573	0.2316494033
574	0.2309036939
575	0.2304809966
576	0.230008372
577	0.2298114519
578	0.2296396794
579	0.2292086036
580	0.2288844427
581	0.2282403262
582	0.2279220914
583	0.2277510984
584	0.227423806
585	0.2271381575
586	0.2270018928
587	0.2266614726
588	0.226290787
589	0.2259830381
590	0.2257827705
591	0.2254053364
592	0.2250698786
593	0.2248118219
594	0.2244364174
595	0.2243074834
596	0.2238504451
597	0.2234691414
598	0.2231052816
599	0.2228865737
600	0.2226680772
601	0.2221164296
602	0.2218007281
603	0.2214627154
604	0.2210478994
605	0.2207205874
606	0.2203885236
607	0.2197992132
608	0.2193483467
609	0.2190621825
610	0.2187130712
611	0.2182237655
612	0.2178333222
613	0.2175492723
614	0.2172713463
615	0.2170078983
616	0.2165294407
617	0.2159757399
618	0.2156389114
619	0.2150991742
620	0.214777067
621	0.214532479
622	0.2141973288
623	0.2137201491
624	0.2134702007
625	0.2131738666
626	0.2126951959
627	0.212240748
628	0.2119213797
629	0.2113673684
630	0.2109420138
631	0.2106668277
632	0.2103657944
633	0.2100224871
634	0.2096063785
635	0.2091907321
636	0.2087969995
637	0.2084444476
638	0.2081552678
639	0.2078143675
640	0.2074108879
641	0.2072035045
642	0.2069316406
643	0.206727838
644	0.2061849225
645	0.2059293721
646	0.205493838
647	0.2051749391
648	0.2050385711
649	0.2047766875
650	0.2044730592
651	0.2039884662
652	0.2036159838
653	0.2034129635
654	0.2032780373
655	0.2029853684
656	0.2026581347
657	0.2021835836
658	0.2019565887
659	0.2015083963
660	0.2011938381
661	0.2008273791
662	0.2005509762
663	0.2001813406
664	0.1997155635
665	0.1995423752
666	0.1992600668
667	0.199071484
668	0.1985356468
669	0.1983090537
670	0.1979205456
671	0.1976364502
672	0.1973502359
673	0.1969327014
674	0.1967861844
675	0.1964248994
676	0.1962372592
677	0.1959406448
678	0.1956522591
679	0.1952133527
680	0.1950319354
681	0.194619476
682	0.1943284577
683	0.1942426436
684	0.1938261083
685	0.193628909
686	0.1932941442
687	0.1928708174
688	0.1925553943
689	0.1921559249
690	0.1919158568
691	0.1915026925
692	0.1911579549
693	0.1910009556
694	0.1906349635
695	0.1904395705
696	0.1902265665
697	0.1899569769
698	0.1895347137
699	0.1890034799
700	0.1886599423
701	0.1883296135
702	0.1881266121
703	0.1876021401
704	0.1873635453
705	0.1868881466
706	0.1868161057
707	0.1864184607
708	0.1863115709
709	0.1857576508
710	0.185355899
711	0.1852259271
712	0.1849767929
713	0.1847125568
714	0.184292104
715	0.184149847
716	0.1837720585
717	0.1835679966
718	0.1833428986
719	0.1832230104
720	0.182993366
721	0.1825206008
722	0.1820395266
723	0.1817792277
724	0.1815140982
725	0.181273873
726	0.1811153996
727	0.180809629
728	0.1805804456
729	0.1802540956
730	0.1800607268
731	0.1796280507
732	0.1793680948
733	0.1791089575
734	0.1789268841
735	0.1787033118
736	0.1783446749
737	0.1779903537
738	0.1777556736
739	0.1773302249
740	0.1770560166
741	0.1767200882
742	0.1765005763
743	0.1761882118
744	0.1760206733
745	0.1757507401
746	0.1755328294
747	0.1752439647
748	0.1749804228
749	0.1747593306
750	0.1745637403
751	0.1744093155
752	0.1742436513
753	0.1741007659
754	0.1738345882
755	0.1735856783
756	0.1732729619
757	0.1730654688
758	0.1729075851
759	0.1726784964
760	0.1723940769
761	0.1722786029
762	0.1718923536
763	0.1716436243
764	0.1713627854
765	0.1710449973
766	0.1708657405
767	0.1705598991
768	0.1702999535
769	0.1701048363
770	0.1699682559
771	0.1698050278
772	0.1695941096
773	0.1692921358
774	0.1691231078
775	0.1688690066
776	0.168558571
777	0.1683045629
778	0.1681531119
779	0.1679341144
780	0.1676691681
781	0.1675442165
782	0.167148972
783	0.1669978575
784	0.1668258088
785	0.166655398
786	0.1663731562
787	0.1661404412
788	0.1659478058
789	0.1657975887
790	0.1653771989
791	0.1650875362
792	0.1648055123
793	0.1646703971
794	0.1644803798
795	0.1639795257
796	0.1637607608
797	0.1634238111
798	0.1633284844
799	0.1631826536
800	0.1628215067
801	0.1625256417
802	0.1623047285
803	0.1621840161
804	0.1619491625
805	0.1617744519
806	0.1616355547
807	0.1614150439
808	0.1612339706
809	0.1610480424
810	0.1607235833
811	0.1606344984
812	0.1603261716
813	0.160069405
814	0.1598696875
815	0.1597817087
816	0.1595861606
817	0.1592978916
818	0.1591337299
819	0.1589538684
820	0.1586802254
821	0.1584303169
822	0.1580887123
823	0.1578322064
824	0.1576701597
825	0.1575340157
826	0.1572742696
827	0.1569998263
828	0.1567935178
829	0.1565167046
830	0.1562967949
831	0.156057426
832	0.1558118261
833	0.1556863296
834	0.1555751715
835	0.155390368
836	0.1551805647
837	0.155073067
838	0.1547779772
839	0.1544383232
840	0.1541633988
841	0.1540394389
842	0.1537772888
843	0.1536910788
844	0.1533610929
845	0.1528681006
846	0.1526679924
847	0.1525014936
848	0.1522368581
849	0.1520287703
850	0.1518677689
851	0.1517111673
852	0.1514246526
853	0.151177488
854	0.1509568284
855	0.1507251285
856	0.1504258735
857	0.1502396821
858	0.1500197
859	0.1498829433
860	0.149717902
861	0.1496118437
862	0.1494524743
863	0.1493361762
864	0.1491639122
865	0.1489899869
866	0.1487615964
867	0.1486144604
868	0.1485347631
869	0.1482873364
870	0.147958759
871	0.1477858225
872	0.1474293504
873	0.1472709186
874	0.1470163722
875	0.146863299
876	0.1466606411
877	0.1465256925
878	0.1462710283
879	0.1460702073
880	0.145944011
881	0.1458086055
882	0.1456543477
883	0.1454519187
884	0.1452547663
885	0.1450865361
886	0.1447937535
887	0.1446491372
888	0.144459843
889	0.1441919808
890	0.144118671
891	0.143964398
892	0.1437797145
893	0.1434988068
894	0.143327878
895	0.1431858365
896	0.1429825665
897	0.1427147276
898	0.1425045366
899	0.1422477207
900	0.1421029533
901	0.1418495539
902	0.1417208694
903	0.1415235853
904	0.1413481666
905	0.1411109196
906	0.1409363182
907	0.1407367454
908	0.1405263585
909	0.1403921133
910	0.140083876
911	0.1399095102
912	0.1397057282
913	0.1394327062
914	0.1392959781
915	0.1391805031
916	0.1390146821
917	0.1387800546
918	0.1386488417
919	0.1384419225
920	0.1382290487
921	0.1380418261
922	0.1379151763
923	0.1377785132
924	0.1376637042
925	0.1374897306
926	0.1373484807
927	0.1371128012
928	0.1369795902
929	0.1368408265
930	0.136575148
931	0.1364412772
932	0.1361866245
933	0.1359207539
934	0.1357008027
935	0.1356046502
936	0.135444624
937	0.1352024938
938	0.1351036074
939	0.1349739756
940	0.1347448547
941	0.1345113491
942	0.1343063039
943	0.1339914969
944	0.1338555246
945	0.1337854647
946	0.1335976836
947	0.1334162581
948	0.1332258051
949	0.1330996904
950	0.1330060592
951	0.1329092161
952	0.1327559539
953	0.1325763166
954	0.1323623179
955	0.1322289092
956	0.1320822758
957	0.1319413109
958	0.1317855521
959	0.1315328826
960	0.1314186149
961	0.1311955434
962	0.1310402609
963	0.1308571068
964	0.1307105301
965	0.1305320731
966	0.1304219594
967	0.1302612179
968	0.130008924
969	0.1299172778
970	0.1297832422
971	0.1295709237
972	0.1294723736
973	0.1292738235
974	0.1290491262
975	0.1288342577
976	0.1286891521
977	0.1285930698
978	0.1284675782
979	0.1283461963
980	0.1282478811
981	0.1280870586
982	0.1279252904
983	0.1276661329
984	0.1274931846
985	0.1272407243
986	0.1271875817
987	0.1270473065
988	0.1268954145
989	0.1265815905
990	0.1264383194
991	0.1262971353
992	0.1262134014
993	0.1260941508
994	0.1259445272
995	0.1257602138
996	0.1255692613
997	0.1254554041
998	0.1253181327
999	0.1250778951
