open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,1_day_return,7_day_volatility,30_day_volatility,rsi,macd,sma20,sma50,sma200,bb_high,bb_low,stochastic_oscillator,future_return,label,label_name
2023-09-24,26575.97,26738.54,26122.08,26248.38,15706.65771,2023-09-24 23:59:59.999,416368301.3736848,545045,7547.06342,200078452.01675767,-0.0105222842249422,0.0296383034568671,0.0288625364003081,45.3767948495773,-24.678230132947647,26298.2815,26941.718,27858.450300000004,27277.531919847057,25319.031080152945,52.17206116387944,0.0021498469619840588,1,HOLD
2023-09-25,26248.39,26446.15,25990.46,26304.81,26266.2039,2023-09-25 23:59:59.999,688252596.3809944,873488,12654.58207,331622453.1518055,-0.0171022822597729,0.0253829254605704,0.0291153409677694,46.2878028797027,-39.88514940853565,26323.917,26886.0458,27888.16325,27275.2672254184,25372.5667745816,49.88457074346652,-0.0031606386816709353,1,HOLD
2023-09-26,26304.8,26397.46,26088.34,26221.67,18495.35066,2023-09-26 23:59:59.999,485217905.0421048,697727,8813.76144,231246870.5474588,-0.0363315161266375,0.0216078252506945,0.0300446603047858,45.09449313183556,-57.97712149728977,26347.003000000004,26826.258,27918.51815,27264.289504971945,25429.716495028064,26.60811911131788,0.005770799495226742,1,HOLD
2023-09-27,26221.68,26850.0,26112.06,26372.99,34771.57978,2023-09-27 23:59:59.999,918797815.048481,939690,16813.75506,444221386.42614096,-0.0277238709677418,0.014921199125552,0.030585683859269,47.73547040071795,-59.419924455745786,26352.902500000004,26758.3094,27948.10445,27269.263493405244,25436.541506594764,25.61967972888818,0.024585759900564774,2,BUY
2023-09-28,26373.0,27308.48,26342.4,27021.39,44517.83491,2023-09-28 23:59:59.999,1193420040.1309185,1158974,22463.19242,602340703.6015062,0.0170622039680699,0.0181915997730255,0.0284997806205918,57.2290323884053,-8.148958973561093,26408.447000000004,26707.0974,27973.22585,27345.25424668613,25471.63975331388,69.04581711997106,-0.004234793250828317,1,HOLD
2023-09-29,27021.39,27244.89,26665.16,26906.96,28478.76219,2023-09-29 23:59:59.999,767827314.931909,878610,14409.35554,388591243.2591525,0.0122956462983265,0.0199602960753367,0.0279589849684798,55.31926649666836,22.98514741816325,26458.714499999995,26656.1216,27987.19325,27389.212659341887,25528.216340658106,61.38194774664959,0.002066379851161315,1,HOLD
2023-09-30,26906.96,27094.99,26886.31,26962.56,12804.62307,2023-09-30 23:59:59.999,345406056.6806953,534908,6221.24272,167818583.0599575,0.0145469815577687,0.0216781340176619,0.0280079774008677,56.08607264368917,51.55135444964981,26514.762,26606.8522,27998.654,27424.635617764387,25604.88838223561,65.10571893564452,0.03820149125305594,2,BUY
2023-10-01,26962.57,28065.51,26954.09,27992.57,24602.81468,2023-10-01 23:59:59.999,674657121.9944204,883593,12815.98694,351622961.4701274,0.0664494342127017,0.0349493598491933,0.0303193031798682,67.28667372450799,155.51084594782515,26656.2645,26578.1002,28017.18855,27561.167689263173,25751.361310736826,96.48490397821746,-0.017792578530660186,1,HOLD
2023-10-02,27992.58,28580.0,27281.44,27494.51,57071.14241,2023-10-02 23:59:59.999,1600944483.4902065,1464158,28423.61,797598852.4797783,0.0452274698049519,0.0365304329001185,0.0311736222890391,59.39749031928346,195.45710457519817,26738.985,26541.9136,28029.667200000004,27632.73287434694,25845.237125653053,58.08174424801312,-0.0024750395624435484,1,HOLD
2023-10-03,27494.51,27676.52,27160.5,27426.46,28928.96555,2023-10-03 23:59:59.999,794301815.4265021,1202377,13562.03527,372402100.7967512,0.0459463489548912,0.0307658706115529,0.0319509450588676,58.39015566567729,219.09810943054617,26799.208,26501.824200000003,28029.82385,27707.69448920261,25890.721510797397,55.45386439290374,0.012838332034101452,1,HOLD
2023-10-04,27426.45,27839.72,27202.0,27778.57,29816.142,2023-10-04 23:59:59.999,820421385.2557852,1188381,15077.70185,414806576.3484014,0.0532961943260887,0.0215639801300992,0.0328162105722104,61.98284908898645,263.21196668837365,26862.0,26473.3956,28034.17925,27855.034908006608,25868.965091993392,69.05126006935595,-0.013254101993011136,1,HOLD
2023-10-05,27778.57,28120.39,27352.0,27410.39,30681.49619,2023-10-05 23:59:59.999,849415594.0472504,1210397,14985.99405,415039706.5866476,0.0143960025742568,0.0219820379637785,0.0292370010391268,56.49040927554351,265.4040546631586,26902.5195,26446.993200000004,28031.36685,27915.420545225395,25889.61845477461,54.8332908547464,0.01899644623808716,1,HOLD
2023-10-06,27410.39,28295.0,27175.94,27931.09,37983.24277,2023-10-06 23:59:59.999,1052864393.8176136,1326700,19091.24006,529241188.5573689,0.0380618992260739,0.0193460092379859,0.0265445045339225,61.66421587034454,305.6342768124887,26971.0905,26473.1468,28032.437250000003,28064.3621487766,25877.8188512234,74.94110923175546,0.0009158253401495564,1,HOLD
2023-10-07,27931.1,28029.67,27842.08,27956.67,13348.83825,2023-10-07 23:59:59.999,372820279.5231431,641623,6392.35089,178534947.7787839,0.0368700153101189,0.0160706745023931,0.0268205377788287,61.90388029914088,335.71123972933856,27042.5485,26511.2002,28031.69325,28195.691410974483,25889.40558902551,75.92892946237549,-0.0014171931063320375,1,HOLD
2023-10-08,27956.67,28095.14,27687.5,27917.05,19693.56921,2023-10-08 23:59:59.999,549839951.4800811,822730,9216.08271,257333249.5330772,-0.0026978587532334,0.019958702048063,0.0269551292305383,61.26501341493277,352.2894729008949,27100.2755,26547.541,28035.02365,28305.96003976101,25894.590960238987,74.39892799493344,-0.01171076456860598,1,HOLD
2023-10-09,27917.06,27987.93,27260.0,27590.12,31534.74639,2023-10-09 23:59:59.999,870014634.3621609,1156525,15077.43003,415887241.10445,0.0034774214925088,0.0218493117909497,0.0269158207186363,56.11838671747893,335.1835362358652,27119.2685,26575.5436,28031.4972,28343.115909610657,25895.42109038934,60.27226828700541,-0.007248971733359588,1,HOLD
2023-10-10,27590.12,27735.0,27298.0,27390.12,22776.84383,2023-10-10 23:59:59.999,626258724.2775784,1002272,10851.22317,298354384.6981499,-0.0013249978305621,0.0223353144078768,0.0268248382188643,53.175448134784936,302.0072777520327,27132.5245,26600.807600000004,28031.17545,28362.063085347658,25902.98591465234,51.786510206893134,-0.018787796475517426,1,HOLD
2023-10-11,27390.12,27477.39,26538.66,26875.52,37349.44706,2023-10-11 23:59:59.999,1007065585.9346406,1336479,17460.0774,470620209.7857447,-0.0325088728469463,0.0246337031509583,0.0272183800748,46.428801501244735,231.5220920139618,27147.896499999995,26617.198,28028.2383,28356.32965214815,25939.46334785184,23.825527350732894,-0.004312102612340163,1,HOLD
2023-10-12,26875.52,26947.04,26555.0,26759.63,23428.64112,2023-10-12 23:59:59.999,626909068.3868717,1066082,11128.85943,297794983.5412317,-0.0237413623082342,0.027088505465243,0.0280658097110997,45.04280201638612,164.4154411705822,27156.871,26623.7362,28022.1962,28350.884904004357,25962.85709599564,10.824752368542288,0.0038255386939205493,1,HOLD
2023-10-13,26759.63,27130.0,26685.0,26862.0,24115.76499,2023-10-13 23:59:59.999,647553796.3580662,1035322,11209.65389,301049285.742293,-0.0382759856489668,0.0257621686981512,0.0297031829976437,46.56037783728698,118.13159288964016,27171.173,26637.3752,28020.88165,28343.670026641743,25998.67597335825,15.839595559779369,-0.00035440399076769324,1,HOLD
2023-10-14,26862.0,26989.58,26789.0,26852.48,10417.25576,2023-10-14 23:59:59.999,280059019.0534013,517837,4378.85219,117730324.8186729,-0.0394964779424731,0.0186175906462477,0.0312282447445668,46.43196990454632,79.76365941722543,27201.378000000004,26653.2246,28018.8387,28306.41355185512,26096.342448144893,15.37323522784052,0.011234344090378379,1,HOLD
2023-10-15,26852.48,27293.33,26808.25,27154.15,15274.6917,2023-10-15 23:59:59.999,412673965.3439348,682942,7802.69243,210833694.1344328,-0.0273273859523122,0.0172509882772125,0.0318822426235062,51.03981884015341,72.85916841271319,27243.845,26675.960199999998,28012.86645,28270.28011610805,26217.40988389196,30.15127318330124,0.04959205130707445,2,BUY
2023-10-16,27154.14,30000.0,27112.66,28500.78,78399.22445,2023-10-16 23:59:59.999,2210785548.236096,2289339,40738.04173,1148700588.6793344,0.0330067429935063,0.0260816220719405,0.0320400275581327,65.36286436774935,174.04283878339265,27357.8005,26723.9404,28015.2277,28410.717589033487,26304.883410966515,56.68671670509106,-0.003679548419376566,1,HOLD
2023-10-17,28500.77,28613.65,28069.32,28395.91,38428.44532,2023-10-17 23:59:59.999,1090741746.4830873,1345810,18994.06799,539218488.3415859,0.0367209052023138,0.0332438446291677,0.0322732791401254,63.79761173306687,242.96870202215,27458.9465,26769.4586,28014.88045,28502.630487484126,26415.26251251587,53.65696522156159,-0.00267327231280845,1,HOLD
2023-10-18,28395.91,28982.36,28142.87,28320.0,32162.47591,2023-10-18 23:59:59.999,914773525.152758,1215235,15590.14442,443515753.8170772,0.0537470530802752,0.0401205737457304,0.0317603878902874,62.6284953343557,288.14607405226343,27523.877,26781.5318,28014.2168,28611.26095897851,26436.49304102149,51.46388392934528,0.013902189265536657,1,HOLD
2023-10-19,28320.0,28916.89,28100.66,28713.71,35895.50179,2023-10-19 23:59:59.999,1023984017.0322788,1330256,18427.23743,525695852.56325006,0.0730234311909394,0.0469706788549041,0.0328824102295966,66.0985313434592,351.6648005823845,27614.2145,26809.806200000003,28016.926,28779.02504906744,26449.403950932567,62.83838051159376,0.0332708660775638,2,BUY
2023-10-20,28713.71,30207.55,28578.29,29669.04,59422.0992,2023-10-20 23:59:59.999,1753411192.5510907,1915748,29466.75927,869634841.3281221,0.1044985481349118,0.0517234594143042,0.0368677478162847,72.71809966934264,473.6312695096021,27749.538499999995,26884.3714,28026.2712,29178.896441500583,26320.180558499407,85.32226368193109,0.00811485642946308,1,HOLD
2023-10-21,29669.05,30379.99,29464.77,29909.8,27517.51897,2023-10-21 23:59:59.999,821964508.4353629,1152137,13836.12444,413323530.3421796,0.1138561503444002,0.0480195839600735,0.0411135571101957,74.09111528613396,582.9974628912169,27845.4,26966.4664,28034.99285,29556.493072827958,26134.30692717205,87.75970822605707,0.002763642685674972,1,HOLD
2023-10-22,29909.8,30248.0,29640.0,29992.46,22852.54563,2023-10-22 23:59:59.999,683854827.8969324,1008299,11161.46844,334011129.2314961,0.104525827543856,0.0339890726359117,0.0439548525414243,74.56441724389177,668.633341319648,27970.2975,27048.9254,28044.1051,29910.088863047797,26030.5061369522,89.91156708744101,0.10261012267749958,2,BUY
2023-10-23,29992.46,34741.91,29883.6,33069.99,93513.64246,2023-10-23 23:59:59.999,2941620022.865188,2839938,47839.23087,1505815243.5676997,0.1603187702231308,0.041505818691708,0.050644003525347,85.31818863487976,973.608193748536,28252.474,27190.901,28069.28595,31182.74994215559,25322.198057844405,79.61880961813908,0.02578591647593509,2,BUY
2023-10-24,33069.99,35280.0,32832.34,33922.73,115265.02418,2023-10-24 23:59:59.999,3933194868.1611967,2850160,57409.31981,1959449469.465793,0.1946343681185074,0.0485294655200698,0.0587846323450841,86.96293172622492,1269.478198429304,28559.681999999997,27352.8352,28099.36795,32379.950799048547,24739.41320095144,84.47297553921942,0.0169007624091575,1,HOLD
2023-10-25,33922.73,35132.85,33679.05,34496.05,54887.02529,2023-10-25 23:59:59.999,1888210825.6063828,1643976,26150.50377,900236395.3726264,0.2180808615819209,0.0534868175856594,0.0670416156274676,87.9410535270967,1532.5531229121952,28913.965000000004,27526.914200000003,28132.1563,33483.02469611472,24344.905303885287,91.01489971346707,-0.009983461874620403,1,HOLD
2023-10-26,34496.05,34824.13,33751.0,34151.66,39744.66255,2023-10-26 23:59:59.999,1363077907.10912,1382785,18528.43061,635547858.4928182,0.1893851404085367,0.0475246386856479,0.0707043882667197,83.87043845858685,1693.7282560778513,29224.9935,27694.7484,28161.2958,34302.67335647884,24147.313643521164,86.87213496218736,-0.007602558704320916,1,HOLD
2023-10-27,34151.66,34245.0,33390.95,33892.02,32330.40106,2023-10-27 23:59:59.999,1096889423.419842,1112240,14310.32429,485405697.9244015,0.1423362535491541,0.0427273419104385,0.0712492021762854,80.83262699626752,1779.991300511596,29521.76100000001,27847.4888,28182.5692,34949.93263498687,24093.58936501314,83.65351548698618,0.005575943835746777,1,HOLD
2023-10-28,33892.01,34493.33,33860.0,34081.0,16880.13144,2023-10-28 23:59:59.999,575936523.347353,607438,8313.30759,283656619.58636194,0.1394593076516728,0.0390081684731668,0.0725799413392161,81.36178473745412,1842.366833324228,29829.9585,28010.8988,28201.9721,35550.74665164231,24109.170348357697,85.84708000118039,0.013053901000557477,1,HOLD
2023-10-29,34081.01,34750.11,33930.0,34525.89,20685.52176,2023-10-29 23:59:59.999,711652985.1790963,717480,10053.96096,345933681.79684675,0.1511523229505016,0.0301033439880246,0.0740030620015534,82.5809655529987,1905.730719905925,30176.747,28183.3844,28225.1612,36147.78939227657,24205.70460772342,90.76676127111152,-0.0014817865665446295,1,HOLD
2023-10-30,34525.88,34856.0,34062.84,34474.73,33657.95976,2023-10-30 23:59:59.999,1159771907.642105,1117727,15237.56781,525162190.5371194,0.0424777872627117,0.0574490682806557,0.0735565068728074,81.91737165871896,1929.575921986674,30530.9775,28356.0468,28245.66565,36637.76911492146,24424.185885078543,88.83225992555492,0.004787274621149917,1,HOLD
2023-10-31,34474.74,34720.49,34025.0,34639.77,32737.89822,2023-10-31 23:59:59.999,1125442444.4884882,1179053,15843.795,544722903.4968481,0.0211374497276601,0.0724338951719952,0.073951337360056,82.40847102698439,1939.4341752181865,30919.19,28545.5918,28266.52985,37034.25576433975,24804.124235660256,91.08232790200763,0.022565392322177802,2,BUY
2023-11-01,34639.78,35582.0,34097.39,35421.43,53473.28165,2023-11-01 23:59:59.999,1856348820.4794536,1624635,25779.0029,895387891.4676665,0.0268256800416277,0.0692999954029157,0.0741684688324506,84.54881237840324,1987.4107078044872,31352.28,28737.2184,28292.16155,37454.526031962334,25250.033968037664,97.8537267387928,-0.013546601591183705,1,HOLD
2023-11-02,35421.43,35984.99,34300.0,34941.59,48015.57732,2023-11-02 23:59:59.999,1686141698.092171,1450837,23303.3535,818365718.954931,0.0231300616134031,0.0624397340027386,0.0744452795846342,78.25445001822457,1964.072769428465,31756.2595,28911.6102,28315.34625,37683.207723871965,25829.311276128028,85.91275466807078,-0.006433880083877019,1,HOLD
2023-11-03,34941.58,34946.5,34120.0,34716.78,39071.20644,2023-11-03 23:59:59.999,1347962831.5658624,1237373,19168.85669,661176167.7749345,0.024334931939731,0.0579675400161708,0.074726501699105,75.42147269356212,1905.4719029580372,32149.4745,29075.4912,28341.7788,37757.84046102814,26541.108538971857,80.54958268279293,0.009945910882288134,1,HOLD
2023-11-04,34716.78,35255.0,34585.18,35062.07,18377.55545,2023-11-04 23:59:59.999,639958598.4198353,794787,9229.16649,321479754.9172934,0.0287864205862504,0.0471548297783494,0.0744738367459219,76.81010086961996,1865.3892650913692,32544.8705,29244.732600000003,28365.189100000003,37792.194189541086,27297.546810458905,85.45435059787332,-0.0014314614054447006,1,HOLD
2023-11-05,35062.06,35380.0,34448.0,35011.88,24528.73376,2023-11-05 23:59:59.999,859350974.0014893,1038468,11870.33193,415912075.9000027,0.0140761034690197,0.0087233344434815,0.0748432682905336,76.13674861213363,1808.7237309782688,32870.4255,29413.7768,28396.263000000003,37876.09780758258,27864.75319241741,84.05101132692714,0.00097709691681791,1,HOLD
2023-11-06,35011.89,35276.33,34725.9,35046.09,22346.47086,2023-11-06 23:59:59.999,782427702.2653205,988246,10770.27727,377126281.15309054,0.0165732987611504,0.0053063833446538,0.0751415095942287,76.28932539639653,1746.4444238414726,33202.9345,29584.1484,28430.2752,37845.88094831697,28559.98805168304,70.21870489905315,0.010073306323187703,1,HOLD
2023-11-07,35046.09,35888.0,34523.06,35399.12,38688.73692,2023-11-07 23:59:59.999,1358031361.1978528,1352796,19375.26868,680382009.6599416,0.0219213349280322,0.0052903551005458,0.0745842860942281,77.86234345419338,1705.9095316534804,33556.8905,29756.8806,28470.9566,37710.42497150968,29403.35602849033,77.41476615626608,0.006373039781779832,1,HOLD
2023-11-08,35399.13,36106.0,35100.0,35624.72,33401.34137,2023-11-08 23:59:59.999,1185492160.4927278,1132568,17192.8245,610314635.3798897,0.0057391810550844,0.0076969889911574,0.0745271805057838,78.8289385694088,1672.707441971681,33902.441,29925.169800000003,28509.99595,37499.40253870404,30305.47946129596,82.27362295353683,0.030214132209319677,2,BUY
2023-11-09,35624.72,37972.24,35534.05,36701.09,82537.88885,2023-11-09 23:59:59.999,3033417922.782681,2138765,42156.81236,1550254981.0451877,0.0503554646482886,0.0141629536579795,0.0736714382189521,82.7082822874072,1713.4964891785712,34254.0435,30116.6916,28555.5484,37482.94199307331,31025.145006926687,72.25344826457174,0.016363001752808914,1,HOLD
2023-11-10,36701.1,37526.0,36324.71,37301.63,43414.04898,2023-11-10 23:59:59.999,1605069174.5241032,1297729,21388.56879,790671818.768367,0.0744553498337114,0.0240806810264402,0.0715497397540104,84.42325557847285,1773.833019164842,34623.634999999995,30331.362600000004,28604.5019,37445.41818596947,31801.851814030517,83.69234285936616,-0.004601139414014854,1,HOLD
2023-11-11,37301.63,37408.26,36666.93,37130.0,22984.97235,2023-11-11 23:59:59.999,851924612.7339427,923300,10728.65792,397673179.6679197,0.0589791190309072,0.0263657331053984,0.0695982283649669,81.92257196389139,1787.1993259157389,34980.512,30542.3598,28648.64795,37082.85172103085,32878.17227896916,79.16402786573785,-0.0017740371667116506,1,HOLD
2023-11-12,37129.99,37222.22,36731.1,37064.13,17687.18874,2023-11-12 23:59:59.999,655570813.1382711,810885,8506.46051,315285367.544748,0.0586158184022109,0.0259625272219736,0.0667195134228417,80.93175202111867,1772.0499727899078,35180.219,30752.1232,28691.892150000003,37277.49692405204,33082.94107594796,76.9937981982347,-0.016220534516795504,1,HOLD
2023-11-13,37064.13,37417.99,36333.0,36462.93,32798.18252,2023-11-13 23:59:59.999,1208037462.3041444,1217191,15442.44512,568916594.9113175,0.0404279050815654,0.0236965021992127,0.0637029011384861,72.33285479104082,1692.0275454373111,35307.22900000001,30956.4142,28726.84295,37392.142023412736,33222.31597658728,61.7629026864341,-0.025004573137704433,0,SELL
2023-11-14,36462.93,36744.0,34800.0,35551.19,45503.68416,2023-11-14 23:59:59.999,1639130785.08681,1404428,21205.18615,763841642.8808781,0.0042958695018406,0.0271608680653165,0.0622270566005495,61.63728266691833,1537.318150270039,35359.986,31141.3418,28758.040399999994,37413.28340439519,33306.688595604806,37.518871698259375,0.06489262384747163,2,BUY
2023-11-15,35551.2,37980.0,35360.0,37858.2,53569.13385,2023-11-15 23:59:59.999,1963249656.5094736,1545427,28142.1424,1031669501.9934208,0.0626946681966902,0.0227108275458459,0.0617833710190965,72.65532311645968,1582.6227762755009,35545.313,31374.0724,28801.17915,37789.16017320142,33301.46582679859,96.84455958549216,-0.044764146208747246,0,SELL
2023-11-16,37858.2,37929.54,35500.0,36163.51,47490.39566,2023-11-16 23:59:59.999,1744503339.0151725,1542446,22214.04928,815932555.1331267,-0.0146475213678938,0.0333341011596219,0.0635730040507913,59.20383547879919,1464.8933205672363,35658.8875,31569.882800000003,28835.83065,37783.27245237444,33534.502547625554,52.94067357512959,0.012454819789339933,1,HOLD
2023-11-17,36163.51,36800.0,35861.1,36613.92,38283.61112,2023-11-17 23:59:59.999,1391225051.1923273,1349322,18403.36411,668865883.1417465,-0.0184364597472014,0.0360321188677892,0.0656778128750573,61.256886929024006,1391.891344493044,35785.5335,31761.7334,28878.55895,37818.59183937222,33752.47516062778,61.322763306908215,-0.0012514366120863762,1,HOLD
2023-11-18,36613.91,36845.49,36178.58,36568.1,17102.24186,2023-11-18 23:59:59.999,624434069.5256634,784498,8101.54756,295795105.4300323,-0.0151333153784002,0.0361012442480293,0.0675347135246248,60.9210106431952,1315.1788977740289,35887.644,31954.9562,28918.050150000003,37861.66570971241,33913.62229028759,60.025481313703246,0.021651658139197894,2,BUY
2023-11-19,36568.11,37500.0,36384.02,37359.86,21246.34648,2023-11-19 23:59:59.999,781531839.4371592,862400,10575.25293,389089868.806342,0.007978873374338,0.0310534152033029,0.068041137715683,64.53923638514503,1303.2491016520216,36031.9005,32162.9022,28959.718650000003,37993.46639364183,34070.33460635816,82.06101349748624,0.0023800945720888755,1,HOLD
2023-11-20,37359.85,37750.0,36677.0,37448.78,36022.70291,2023-11-20 23:59:59.999,1343722642.386475,1485050,17591.22652,656245983.7397183,0.0270370483118058,0.0291944218926577,0.0677346957927886,64.93193084109043,1286.143887007689,36172.351,32352.0264,29002.77175,38117.27758498872,34227.424415011286,84.63323054493277,-0.04558573069670091,0,SELL
2023-11-21,37448.79,37649.44,35735.0,35741.65,47646.54804,2023-11-21 23:59:59.999,1756747495.981855,1936895,22371.42068,824920009.55786,0.0053573452815502,0.0291766407637964,0.0680095957064098,52.834886126212346,1121.9041446281408,36188.362,32516.9692,29033.95195,38113.46932509745,34263.25467490255,29.61163522012583,0.046631590875071405,2,BUY
2023-11-22,35741.65,37861.1,35632.01,37408.34,45051.30697,2023-11-22 23:59:59.999,1657141022.427348,1648374,23046.71174,847145468.3259536,-0.0118827625190843,0.0167950559580787,0.0663887314237463,60.56038530416424,1113.3963790073683,36311.6995,32716.6068,29076.75265,38217.47252888325,34405.92647111676,82.02327044025147,-0.003049052697874255,1,HOLD
2023-11-23,37408.35,37653.44,36870.0,37294.28,23827.92882,2023-11-23 23:59:59.999,888826648.8541473,992284,11086.35132,413539343.94482046,0.031268259082152,0.0200549638861888,0.0608390797570649,59.838037715429294,1084.943669429762,36440.5745,32906.921,29121.07355,38243.31547435511,34637.83352564489,78.43647798742134,0.011242742854936427,1,HOLD
2023-11-24,37294.27,38414.0,37251.51,37713.57,44680.80646,2023-11-24 23:59:59.999,1688715728.079148,1379414,22349.17236,844803081.6321824,0.0300336593295664,0.0194808639369715,0.0516591182057578,61.64896299092026,1083.7352654082133,36573.14949999999,33112.9846,29171.29745,38340.525825353136,34805.77317464685,80.61898173768677,0.001779200431038408,1,HOLD
2023-11-25,37713.57,37888.0,37591.1,37780.67,11396.14464,2023-11-25 23:59:59.999,430165251.7609749,569448,5153.91116,194536221.28509408,0.0331592289454469,0.0172445055199262,0.0434352543424851,61.94469174215733,1075.7909572385397,36711.589,33309.976200000005,29222.059450000004,38400.09892180554,35023.07907819446,82.47565024903149,-0.008820383545342092,1,HOLD
2023-11-26,37780.67,37814.63,37150.0,37447.43,21264.53723,2023-11-26 23:59:59.999,797321193.5893991,848020,10204.51641,382571274.0460783,0.002343959533039,0.0178861335778045,0.0389108176578582,59.49117908271155,1030.723810299467,36831.656,33499.791399999995,29271.30285,38363.62089180913,35299.69110819088,73.25484228002213,-0.005467130855174918,1,HOLD
2023-11-27,37447.42,37569.23,36707.0,37242.7,30001.07376,2023-11-27 23:59:59.999,1112557435.2767923,1238017,14458.63822,536129095.56684417,-0.0055029830077242,0.0189658034519586,0.0336805673984388,57.97199126494116,967.3369138623092,36923.835,33686.3044,29322.673250000003,38315.34070006009,35532.329299939905,67.58992805755388,0.0154706828452289,1,HOLD
2023-11-28,37242.7,38377.0,36868.41,37818.87,37544.46667,2023-11-28 23:59:59.999,1414360251.6823456,1272779,18168.56198,684514270.9388716,0.0581176302716859,0.0252703675258002,0.0249729764985193,60.99108503431328,952.6133122222308,37033.5425,33890.8794,29377.79255,38341.52672952064,35725.55827047936,80.51309757694835,0.0009458241348827556,1,HOLD
2023-11-29,37818.88,38450.0,37570.0,37854.64,32994.19107,2023-11-29 23:59:59.999,1252586505.66259,1131353,15588.96473,591917955.4743968,0.0119304946437077,0.021663728643882,0.024793944514654,61.177539943169855,933.0751820230508,37091.22,34100.1698,29433.18935,38436.675780246864,35745.76421975314,79.81830508474575,-0.0034521527611939273,1,HOLD
